id_venda,data_venda,cliente,email_cliente,produto,categoria,quantidade,preco_unitario,valor_total,regiao
1087,2023-01-08,Ágatha Oliveira,jm****o@example.org,Webcam,ACESSORIOS,8.0,3878.78,31030.24,Leste
869,2023-04-12,Ana Luiza da Rocha,hc****o@example.net,Máquina de Lavar,ELETRODOMESTICOS,3.0,3897.87,11693.61,Leste
959,2023-05-24,Dr. Alexandre Moraes,bm****s@example.com,Tablet,ELETRONICOS,6.0,1505.88,9035.28,Centro-Oeste
544,2023-05-21,Dr. João Gomes,mo****a@example.com,Sofá,MOVEIS,5.0,4341.69,21708.45,Norte
166,2023-10-19,Julia Pacheco,xp****o@example.org,Tablet,ELETRONICOS,6.0,699.62,4197.72,Centro-Oeste
607,2023-07-21,Heloisa Rios,ra****9@example.org,Monitor,ACESSORIOS,3.0,3124.7,9374.1,Norte
495,2023-08-21,Sr. José Pedro Barbosa,az****l@example.net,Monitor,ACESSORIOS,10.0,533.75,5337.5,Leste
942,2023-06-26,Maya Albuquerque,ma****5@example.net,Webcam,ACESSORIOS,,4054.87,24329.22,Norte
338,2023-09-02,Ana Liz Azevedo,sa****e@example.com,Máquina de Lavar,ELETRODOMESTICOS,2.0,3213.29,6426.58,Leste
320,2023-02-20,Ester Souza,br****4@example.net,Smartphone,ELETRONICOS,4.0,174.24,696.96,Oeste
1021,2023-07-09,Rodrigo Freitas,ca****5@example.com,Tablet,ELETRONICOS,3.0,2156.9,6470.7,Centro-Oeste
72,2023-08-31,Apollo Aparecida,ma****a@example.org,Cadeira,MOVEIS,2.0,2678.47,5356.94,Centro-Oeste
64,2023-04-18,Zoe Rodrigues,em****s@example.org,Armário,MOVEIS,2.0,4222.32,8444.64,Norte
945,2023-09-05,Evelyn Moreira,lu****8@example.org,Cadeira,MOVEIS,1.0,2749.94,2749.94,Oeste
1167,2024-01-01,Ayla Sá,nf****s@example.org,Mouse,ACESSORIOS,4.0,1825.36,7301.44,Centro-Oeste
960,2023-06-22,Srta. Ágatha Câmara,go****a@example.org,Fogão,ELETRODOMESTICOS,4.0,4168.86,16675.44,Centro-Oeste
386,2023-06-15,Daniela Sousa,xd****s@example.org,Mesa,MOVEIS,4.0,223.41,893.64,Oeste
117,2023-09-17,Letícia Pastor,kd****s@example.net,Mouse,ACESSORIOS,9.0,1362.62,12263.58,Norte
501,2023-07-20,Gabriela Ramos,ya****a@example.org,Máquina de Lavar,ELETRODOMESTICOS,,2641.81,23776.29,Norte
678,2023-06-22,Valentim Vieira,he****7@example.org,Máquina de Lavar,ELETRODOMESTICOS,8.0,3417.71,27341.68,Sul
1128,2023-05-31,Murilo Costa,an****1@example.org,Mouse,ACESSORIOS,5.0,1697.08,8485.4,Centro-Oeste
236,2023-01-02,Sophie Casa Grande,ob****s@example.com,Webcam,ACESSORIOS,10.0,3432.39,34323.9,Centro-Oeste
273,2023-09-12,Benício das Neves,us****a@example.com,Mesa,MOVEIS,7.0,528.06,3696.42,Leste
873,2023-01-21,Sara Monteiro,ra****s@example.com,Geladeira,ELETRODOMESTICOS,10.0,2475.63,24756.3,Centro-Oeste
206,2023-08-29,Raul Barbosa,li****6@example.net,Armário,MOVEIS,5.0,4306.79,21533.95,Oeste
955,2023-11-24,Bianca Casa Grande,nc****a@example.net,Mesa,MOVEIS,7.0,2157.74,15104.18,Leste
1033,2023-03-19,Aurora Moraes,fc****a@example.com,Micro-ondas,ELETRODOMESTICOS,2.0,2045.59,4091.18,Sul
558,2023-12-08,Henry Ramos,no****a@example.net,Monitor,ACESSORIOS,3.0,719.01,2157.03,Sul
378,2023-07-24,Ana Beatriz Cavalcanti,ar****9@example.org,Máquina de Lavar,ELETRODOMESTICOS,,962.97,3851.88,Norte
536,2023-12-16,Ana Liz Gomes,rn****o@example.com,Máquina de Lavar,ELETRODOMESTICOS,1.0,4787.31,4787.31,Centro-Oeste
841,2023-05-11,Srta. Luiza Jesus,cd****a@example.net,Armário,MOVEIS,7.0,407.44,2852.08,Centro-Oeste
1086,2023-10-02,Mathias Mendonça,nu****e@example.net,Sofá,MOVEIS,,3172.82,25382.56,Norte
726,2023-07-18,Cauê Campos,ro****a@example.net,Fone de Ouvido,ELETRONICOS,5.0,4472.68,22363.4,Oeste
199,2023-09-03,Ana Julia Rocha,da****a@example.net,Mesa,MOVEIS,1.0,872.41,872.41,Norte
562,2023-07-02,Maria Laura Pacheco,ab****a@example.net,Fone de Ouvido,ELETRONICOS,3.0,3189.49,9568.47,Sul
686,2023-08-27,Enrico Ramos,pa****a@example.org,Fogão,ELETRODOMESTICOS,10.0,2083.17,20831.7,Norte
1137,2023-07-21,Thales Garcia,lo****a@example.net,Monitor,ACESSORIOS,2.0,3765.83,7531.66,Centro-Oeste
591,2023-09-06,Júlia Pinto,la****a@example.net,Fogão,ELETRODOMESTICOS,7.0,640.93,4486.51,Norte
520,2023-07-04,Srta. Marcela da Cunha,si****e@example.org,Micro-ondas,ELETRODOMESTICOS,3.0,2721.04,8163.12,Oeste
309,2023-12-13,Evelyn da Cruz,an****4@example.com,Teclado,ACESSORIOS,7.0,2752.21,19265.47,Oeste
605,2023-02-18,Sr. Davi Lucca Mendes,ac****o@example.com,Cadeira,MOVEIS,1.0,2810.09,2810.09,Leste
657,2023-02-04,Ana Melo,so****a@example.org,Mesa,MOVEIS,2.0,4290.61,8581.22,Norte
752,2023-05-21,Sra. Melina Pires,jo****a@example.org,Webcam,ACESSORIOS,7.0,2846.83,19927.81,Oeste
60,2023-11-07,João Lucas Ferreira,ir****a@example.com,Micro-ondas,ELETRODOMESTICOS,,4525.05,9050.1,Norte
950,2023-05-24,Ester Camargo,,Smartphone,ELETRONICOS,6.0,3775.28,22651.68,Sul
1163,2023-04-11,Enrico Gomes,pd****z@example.net,Micro-ondas,ELETRODOMESTICOS,5.0,2442.22,12211.1,Leste
208,2023-06-29,Raul Sales,fe****1@example.org,Tablet,ELETRONICOS,2.0,582.11,1164.22,Centro-Oeste
492,2023-04-16,Sophie Aragão,vi****0@example.com,Smartphone,ELETRONICOS,8.0,2134.75,17078.0,Sul
1113,2023-03-28,Ayla Gonçalves,ra****o@example.net,Smartphone,ELETRONICOS,6.0,4828.02,28968.12,Norte
779,2023-06-14,Emanuel Monteiro,ro****a@example.net,Geladeira,ELETRODOMESTICOS,8.0,3654.12,29232.96,Centro-Oeste
163,2023-09-21,Júlia Cavalcante,ma****5@example.org,Micro-ondas,ELETRODOMESTICOS,2.0,4761.87,9523.74,Oeste
610,2023-07-29,Breno Sá,pd****e@example.com,Cadeira,MOVEIS,1.0,3655.99,3655.99,Centro-Oeste
527,2023-09-29,Eduarda Aragão,fa****h@example.org,Tablet,ELETRONICOS,10.0,2699.77,26997.7,Norte
755,2023-06-01,Mirella Pires,om****a@example.net,Sofá,MOVEIS,10.0,3165.16,31651.6,Norte
257,2023-07-17,Bryan Siqueira,bb****s@example.net,Armário,MOVEIS,9.0,790.99,7118.91,Norte
507,2023-01-29,Dra. Maria Alice Pastor,sa****e@example.net,Máquina de Lavar,ELETRODOMESTICOS,9.0,2498.82,22489.38,Oeste
387,2023-11-30,André das Neves,wf****a@example.com,Mesa,MOVEIS,2.0,3383.06,6766.12,Leste
453,2023-08-26,Alexia Pimenta,lu****a@example.net,Micro-ondas,ELETRODOMESTICOS,8.0,2493.43,19947.44,Centro-Oeste
659,2023-09-03,Maria Fernanda Albuquerque,jo****a@example.org,Mesa,MOVEIS,4.0,1241.14,4964.56,Sul
909,2023-08-22,Nicole Duarte,ma****o@example.com,Fogão,ELETRODOMESTICOS,2.0,488.99,977.98,Oeste
303,2023-04-28,Heloísa Silveira,pa****a@example.org,Mesa,MOVEIS,1.0,3962.36,3962.36,Sul
21,2023-05-10,Letícia Porto,le****s@example.org,Micro-ondas,ELETRODOMESTICOS,5.0,2082.57,10412.85,Centro-Oeste
604,2023-07-09,Rafaela Nunes,nc****o@example.com,Geladeira,ELETRODOMESTICOS,1.0,1259.51,1259.51,Oeste
963,2023-03-23,Felipe Novaes,go****s@example.com,Cadeira,MOVEIS,8.0,857.24,6857.92,Oeste
382,2023-07-08,Luigi Pereira,uv****s@example.org,Sofá,MOVEIS,7.0,2178.74,15251.18,Oeste
1179,2023-08-21,Enzo Gabriel Rezende,sm****s@example.com,Armário,MOVEIS,7.0,2640.36,18482.52,Centro-Oeste
539,2023-11-19,Enzo Cunha,jo****a@example.com,Monitor,ACESSORIOS,5.0,116.03,580.15,Leste
756,2023-12-06,Luana Ferreira,on****a@example.org,Smartphone,ELETRONICOS,7.0,2639.2999999999997,18475.1,Centro-Oeste
776,2023-09-20,Sr. Henrique Camargo,lu****e@example.org,Webcam,ACESSORIOS,10.0,2011.69,20116.9,Sul
84,2023-07-16,Srta. Maria Helena Mendes,fo****a@example.com,Mouse,ACESSORIOS,10.0,1826.94,18269.4,Leste
769,2023-11-26,Theo Freitas,ys****o@example.org,Sofá,MOVEIS,7.0,3555.15,24886.05,Centro-Oeste
1124,2023-12-03,Olivia Sousa,tf****s@example.com,Monitor,ACESSORIOS,3.0,1970.38,5911.14,Norte
1148,2023-05-23,Lara Souza,lo****4@example.net,Webcam,ACESSORIOS,3.0,3530.54,10591.62,Leste
157,2023-10-18,Juan Almeida,ad****a@example.net,Teclado,ACESSORIOS,,4686.87,9373.74,Centro-Oeste
271,2023-01-11,Guilherme Vieira,re****a@example.com,Cadeira,MOVEIS,1.0,681.21,681.21,Norte
1016,2023-01-08,Diogo Monteiro,ni****a@example.net,Teclado,ACESSORIOS,6.0,4625.63,27753.78,Norte
1070,2023-06-15,Sra. Ana Cecília Barros,ma****6@example.com,Sofá,MOVEIS,5.0,1676.56,8382.8,Centro-Oeste
397,2023-06-18,Sr. Rhavi Dias,is****s@example.com,Tablet,ELETRONICOS,9.0,4283.58,38552.22,Leste
924,2023-01-08,Theo Siqueira,me****a@example.com,Webcam,ACESSORIOS,6.0,2928.3,17569.8,Leste
516,2023-11-21,Matteo Vargas,ci****z@example.net,Sofá,MOVEIS,3.0,426.97,1280.91,Leste
768,2023-12-09,Dom Albuquerque,vc****a@example.com,Mouse,ACESSORIOS,3.0,4806.65,14419.95,Sul
1129,2023-05-05,Josué Moreira,ju****a@example.com,Cadeira,MOVEIS,9.0,1717.74,15459.66,Oeste
430,2023-10-08,Ana Cecília Teixeira,nn****a@example.com,Armário,MOVEIS,,484.03,3872.24,Norte
59,2023-01-12,Apollo Ribeiro,is****s@example.com,Cadeira,MOVEIS,5.0,2197.94,10989.7,Oeste
538,2023-10-13,Stella Oliveira,is****a@example.com,Sofá,MOVEIS,8.0,2945.74,23565.92,Leste
570,2023-05-28,José Pedro Silveira,br****e@example.org,Mouse,ACESSORIOS,8.0,3445.96,27567.68,Oeste
459,2023-01-04,Ana Sophia Moura,fo****z@example.org,Máquina de Lavar,ELETRODOMESTICOS,3.0,4166.11,12498.33,Sul
79,2023-07-31,Kamilly Vargas,pp****s@example.com,Cadeira,MOVEIS,5.0,4294.85,21474.25,Leste
1136,2023-08-22,Sabrina Campos,ni****a@example.com,Teclado,ACESSORIOS,4.0,3505.47,14021.88,Sul
33,2023-10-06,Maitê Caldeira,ma****a@example.net,Mouse,ACESSORIOS,6.0,1847.37,11084.22,Leste
1013,2023-06-01,Raquel Montenegro,me****a@example.net,Mesa,MOVEIS,4.0,1165.46,4661.84,Norte
834,2023-11-02,Bento Pires,he****8@example.com,Armário,MOVEIS,7.0,580.72,4065.04,Sul
460,2023-01-01,Mariah Fonseca,ma****s@example.org,Armário,MOVEIS,10.0,2447.0,24470.0,Leste
381,2023-04-05,Dra. Anna Liz Montenegro,ca****6@example.org,Teclado,ACESSORIOS,5.0,3751.05,18755.25,Norte
227,2023-10-09,Dr. Fernando Cunha,ma****3@example.org,Fogão,ELETRODOMESTICOS,9.0,4664.82,41983.38,Centro-Oeste
763,2023-12-30,Isabella Moreira,al****4@example.com,Micro-ondas,ELETRODOMESTICOS,4.0,1939.24,7756.96,Sul
1116,2023-12-20,Helena Casa Grande,ca****o@example.com,Fogão,ELETRODOMESTICOS,6.0,2633.74,15802.44,Oeste
716,2023-07-23,Evelyn Marques,ao****a@example.com,Fone de Ouvido,ELETRONICOS,10.0,2225.97,22259.7,Norte
285,2023-05-20,Levi Silva,ca****2@example.com,Cadeira,MOVEIS,9.0,4597.32,41375.88,Oeste
687,2023-02-12,Enrico Carvalho,ol****n@example.org,Geladeira,ELETRODOMESTICOS,6.0,3471.29,20827.74,Oeste
704,2023-04-02,Emanuelly Freitas,td****a@example.net,Teclado,ACESSORIOS,10.0,1024.55,10245.5,Oeste
270,2023-02-13,Kaique Castro,el****s@example.org,Mouse,ACESSORIOS,7.0,3896.27,27273.89,Leste
306,2023-02-13,Gabrielly Jesus,us****a@example.org,Mouse,ACESSORIOS,4.0,1429.28,5717.12,Leste
210,2023-04-20,Sr. Lucas Gabriel Vasconcelos,ed****s@example.net,Notebook,ELETRONICOS,1.0,1778.99,1778.99,Leste
907,2023-09-22,Dra. Marina Viana,yn****s@example.com,Monitor,ACESSORIOS,4.0,1090.14,4360.56,Oeste
474,2023-05-21,Dr. Dom Cavalcanti,no****a@example.org,Máquina de Lavar,ELETRODOMESTICOS,6.0,4075.82,24454.92,Centro-Oeste
22,2023-05-16,Vitória Abreu,ma****1@example.com,Monitor,ACESSORIOS,1.0,2645.6,2645.6,Leste
980,2023-12-07,Sra. Carolina Costela,vi****a@example.com,Smartphone,ELETRONICOS,7.0,4440.17,31081.19,Oeste
1065,2023-11-25,Gael da Paz,st****u@example.net,Micro-ondas,ELETRODOMESTICOS,7.0,792.18,5545.26,Sul
1015,2023-06-05,Matteo Cavalcanti,ed****2@example.com,Cadeira,MOVEIS,2.0,4737.58,9475.16,Oeste
806,2023-06-05,Kaique Câmara,an****a@example.net,Armário,MOVEIS,6.0,3403.85,20423.1,Centro-Oeste
192,2023-09-06,Eduardo Ribeiro,gc****a@example.com,Mesa,MOVEIS,8.0,1821.35,14570.8,Norte
1135,2023-12-03,Léo Cavalcante,al****a@example.com,Máquina de Lavar,ELETRODOMESTICOS,6.0,2644.22,15865.32,Oeste
1080,2023-04-11,Srta. Ana Lívia Monteiro,ca****a@example.net,Webcam,ACESSORIOS,4.0,182.39,729.56,Leste
242,2023-07-06,Vitória Lima,va****a@example.org,Fogão,ELETRODOMESTICOS,8.0,3906.29,31250.32,Norte
484,2023-05-04,Maria Fernanda Marques,pa****l@example.net,Notebook,ELETRONICOS,3.0,403.75,1211.25,Centro-Oeste
196,2023-02-07,Maria Liz Azevedo,be****s@example.net,Teclado,ACESSORIOS,7.0,2325.14,16275.98,Centro-Oeste
278,2023-06-02,José Costa,jo****9@example.net,Mesa,MOVEIS,4.0,559.85,2239.4,Leste
876,2023-07-04,Hadassa Albuquerque,al****a@example.org,Fone de Ouvido,ELETRONICOS,,2038.65,6115.95,Norte
222,2023-02-09,Maria Luísa Vasconcelos,ca****1@example.com,Teclado,ACESSORIOS,4.0,1482.57,5930.28,Centro-Oeste
1061,2023-01-23,Benício da Rosa,sa****l@example.org,Fone de Ouvido,ELETRONICOS,3.0,158.91,476.73,Oeste
572,2023-05-24,Laís Martins,me****e@example.net,Tablet,ELETRONICOS,4.0,465.2,1860.8,Norte
412,2023-03-23,Antônio Fernandes,ro****s@example.net,Tablet,ELETRONICOS,6.0,881.4,5288.4,Norte
812,2023-09-21,Maria Vitória Campos,an****o@example.net,Smartphone,ELETRONICOS,3.0,4512.88,13538.64,Norte
972,2023-05-22,Eloá Pastor,ca****n@example.com,Armário,MOVEIS,4.0,3907.28,15629.12,Centro-Oeste
586,2023-08-30,Sofia Cavalcante,fo****o@example.com,Monitor,ACESSORIOS,1.0,4930.1,4930.1,Sul
1130,2023-12-30,Pietra Sousa,vi****i@example.net,Teclado,ACESSORIOS,7.0,1001.18,7008.26,Sul
1026,2023-05-15,Vitor da Rosa,al****e@example.com,Notebook,ELETRONICOS,3.0,3067.32,9201.96,Centro-Oeste
467,2023-03-27,Emanuella Campos,sa****e@example.net,Máquina de Lavar,ELETRODOMESTICOS,9.0,4384.27,39458.43,Centro-Oeste
326,2023-09-23,Sr. André da Luz,cd****a@example.com,Teclado,ACESSORIOS,2.0,2985.48,5970.96,Oeste
675,2023-04-07,Eloah Sá,ma****o@example.org,Smartphone,ELETRONICOS,,1809.98,5429.94,Norte
1103,2023-07-11,Antony Pires,me****a@example.net,Mesa,MOVEIS,7.0,1832.24,12825.68,Sul
448,2023-03-12,Srta. Agatha Cunha,ib****a@example.net,Smartphone,ELETRONICOS,2.0,2202.59,4405.18,Oeste
835,2023-06-02,Dom Fernandes,ir****o@example.org,Tablet,ELETRONICOS,5.0,4972.0,24860.0,Sul
223,2023-07-05,Matheus da Paz,ka****1@example.net,Fogão,ELETRODOMESTICOS,4.0,2281.96,9127.84,Centro-Oeste
360,2023-06-19,Nina Brito,ut****a@example.org,Mesa,MOVEIS,3.0,2176.9,6530.7,Norte
17,2023-12-04,Eduardo Pires,la****o@example.org,Monitor,ACESSORIOS,2.0,2486.12,4972.24,Norte
233,2023-05-28,Vitória Leão,mu****a@example.org,Mesa,MOVEIS,7.0,3542.14,24794.98,Oeste
113,2023-01-18,Larissa Melo,vm****o@example.org,Monitor,ACESSORIOS,10.0,2894.35,28943.5,Norte
837,2023-01-27,Paulo das Neves,ma****2@example.org,Cadeira,MOVEIS,5.0,4453.85,22269.25,Centro-Oeste
46,2023-05-04,Sr. Joaquim Freitas,le****8@example.net,Fogão,ELETRODOMESTICOS,1.0,4842.35,4842.35,Leste
525,2023-01-20,Elisa Siqueira,no****o@example.com,Máquina de Lavar,ELETRODOMESTICOS,4.0,1690.03,6760.12,Centro-Oeste
868,2023-07-07,Caleb Vargas,ay****6@example.org,Monitor,ACESSORIOS,6.0,2691.38,16148.28,Leste
295,2023-09-26,Lara Pinto,ca****l@example.com,Mesa,MOVEIS,5.0,3265.63,16328.15,Norte
1085,2023-01-08,Felipe Novais,lu****6@example.org,Notebook,ELETRONICOS,3.0,2836.85,8510.55,Sul
589,2023-11-05,Yan da Cunha,js****o@example.org,Mouse,ACESSORIOS,2.0,4626.91,9253.82,Oeste
718,2023-05-11,Luigi Camargo,st****4@example.net,Notebook,ELETRONICOS,2.0,4996.15,9992.3,Centro-Oeste
258,2023-11-16,Yago da Rocha,gu****5@example.net,Webcam,ACESSORIOS,9.0,2233.99,20105.91,Sul
839,2023-10-20,Dra. Catarina Lopes,,Webcam,ACESSORIOS,2.0,4511.09,9022.18,Sul
1185,2023-03-22,Rael Pacheco,na****a@example.net,Smartphone,ELETRONICOS,9.0,2735.09,24615.81,Norte
551,2023-10-08,Sr. Théo Vieira,da****s@example.net,Armário,MOVEIS,5.0,2826.1400000000003,14130.7,Norte
987,2023-01-26,Dr. Augusto Caldeira,na****o@example.org,Micro-ondas,ELETRODOMESTICOS,10.0,1086.4,10864.0,Oeste
437,2023-10-21,Sra. Isadora Teixeira,jm****a@example.net,Mesa,MOVEIS,2.0,4566.9,9133.8,Leste
844,2023-04-09,Luiz Henrique Barros,gc****o@example.net,Mouse,ACESSORIOS,5.0,2023.26,10116.3,Sul
672,2023-06-24,Yuri da Luz,xr****e@example.org,Webcam,ACESSORIOS,10.0,2594.86,25948.6,Centro-Oeste
394,2023-07-23,Dr. Josué Silveira,np****o@example.org,Fogão,ELETRODOMESTICOS,2.0,2022.06,4044.12,Norte
426,2023-09-28,Sabrina Jesus,tl****o@example.com,Mouse,ACESSORIOS,,2167.47,2167.47,Leste
535,2023-08-19,Manuella Nogueira,****@example.org,Fogão,ELETRODOMESTICOS,3.0,2973.26,8919.78,Oeste
31,2023-03-18,Esther Brito,ri****a@example.com,Fone de Ouvido,ELETRONICOS,9.0,566.62,5099.58,Norte
821,2023-08-12,Dr. Gabriel Duarte,be****2@example.com,Webcam,ACESSORIOS,2.0,3755.8,7511.6,Oeste
826,2023-08-20,Stephany Sá,ag****9@example.net,Smartphone,ELETRONICOS,4.0,1500.38,6001.52,Norte
843,2023-08-07,João Felipe Pereira,ra****o@example.net,Fone de Ouvido,ELETRONICOS,1.0,395.74,395.74,Leste
747,2023-11-27,Dra. Stephany Machado,lc****e@example.org,Teclado,ACESSORIOS,7.0,3620.81,25345.67,Oeste
133,2023-02-27,Nicole Jesus,co****a@example.com,Smartphone,ELETRONICOS,9.0,3548.29,31934.61,Sul
1193,2023-07-19,Sra. Maria Vitória Rocha,ma****9@example.org,Micro-ondas,ELETRODOMESTICOS,10.0,2447.28,24472.8,Norte
1186,2023-03-18,Ana Júlia Farias,ca****a@example.com,Sofá,MOVEIS,6.0,2535.46,15212.76,Norte
422,2023-12-23,Maria Julia Leão,ha****a@example.org,Sofá,MOVEIS,2.0,1654.4,3308.8,Oeste
667,2023-10-13,Dr. Enzo Gabriel Abreu,th****6@example.com,Teclado,ACESSORIOS,2.0,932.69,1865.38,Sul
191,2023-02-01,Ana Júlia da Paz,,Mouse,ACESSORIOS,1.0,1022.55,1022.55,Oeste
356,2023-03-26,Ana Cecília Barbosa,pe****s@example.org,Tablet,ELETRONICOS,8.0,1953.09,15624.72,Sul
919,2023-05-27,Maria Isis Fonseca,sc****o@example.net,Geladeira,ELETRODOMESTICOS,,3699.08,3699.08,Centro-Oeste
1121,2023-05-11,Maria Isis das Neves,jo****3@example.com,Monitor,ACESSORIOS,4.0,841.89,3367.56,Centro-Oeste
345,2023-05-29,Gustavo Azevedo,pe****o@example.com,Cadeira,MOVEIS,7.0,4324.88,30274.16,Leste
557,2023-02-08,João Miguel Alves,ka****o@example.net,Webcam,ACESSORIOS,8.0,4589.75,36718.0,Oeste
363,2023-07-15,Isabelly Monteiro,th****7@example.com,Fone de Ouvido,ELETRONICOS,8.0,4297.81,34382.48,Norte
908,2023-05-27,Isabela Cavalcanti,so****h@example.org,Teclado,ACESSORIOS,8.0,3380.21,27041.68,Oeste
681,2023-03-17,Valentim da Cunha,hc****a@example.com,Geladeira,ELETRODOMESTICOS,8.0,1724.77,13798.16,Leste
816,2023-12-04,Clara Cardoso,en****9@example.net,Notebook,ELETRONICOS,5.0,2843.15,14215.75,Leste
849,2023-10-07,Mateus Silveira,is****9@example.net,Mouse,ACESSORIOS,4.0,3152.38,12609.52,Sul
951,2023-02-14,Ana Vitória Porto,xd****a@example.com,Sofá,MOVEIS,4.0,1206.73,4826.92,Norte
353,2023-08-07,Srta. Nicole Araújo,jl****o@example.net,Fogão,ELETRODOMESTICOS,10.0,4038.65,40386.5,Norte
92,2023-08-31,Guilherme Almeida,rh****o@example.com,Cadeira,MOVEIS,10.0,4950.1,49501.0,Sul
1134,2023-02-27,Benicio Guerra,qp****o@example.org,Webcam,ACESSORIOS,7.0,4988.61,34920.27,Norte
336,2023-08-26,Nicole Rocha,au****4@example.org,Fone de Ouvido,ELETRONICOS,1.0,731.39,731.39,Sul
1188,2023-01-10,Raquel da Conceição,,Cadeira,MOVEIS,10.0,3122.39,31223.9,Oeste
912,2023-10-09,Diogo Ribeiro,ma****o@example.com,Sofá,MOVEIS,2.0,1563.85,3127.7,Oeste
262,2023-05-14,Maysa Andrade,da****a@example.net,Cadeira,MOVEIS,,4204.15,8408.3,Sul
289,2023-07-21,Sr. Emanuel Monteiro,tm****o@example.com,Webcam,ACESSORIOS,8.0,3883.34,31066.72,Leste
749,2023-03-26,Calebe Azevedo,dn****s@example.org,Mouse,ACESSORIOS,4.0,2793.81,11175.24,Sul
859,2023-07-26,Eduarda Garcia,xa****a@example.org,Webcam,ACESSORIOS,10.0,2203.67,22036.7,Centro-Oeste
948,2023-05-27,Apollo Pinto,ar****e@example.net,Notebook,ELETRONICOS,2.0,1759.65,3519.3,Oeste
870,2023-07-25,Lucas Moura,nm****a@example.net,Monitor,ACESSORIOS,1.0,3607.79,3607.79,Oeste
568,2023-09-19,Dra. Hellena Rodrigues,wr****s@example.net,Geladeira,ELETRODOMESTICOS,6.0,164.8,988.8,Sul
898,2023-03-24,Emanuelly Santos,wp****a@example.com,Fone de Ouvido,ELETRONICOS,7.0,2004.17,14029.19,Centro-Oeste
698,2023-06-27,Sr. Otávio Carvalho,ma****1@example.com,Smartphone,ELETRONICOS,8.0,2666.12,21328.96,Sul
115,2023-07-26,Benjamim Cassiano,an****s@example.org,Fone de Ouvido,ELETRONICOS,2.0,3781.69,7563.38,Sul
349,2023-01-09,Hellena Jesus,ya****8@example.net,Tablet,ELETRONICOS,2.0,3474.5,6949.0,Leste
1011,2023-05-22,Giovanna Sá,au****a@example.com,Teclado,ACESSORIOS,9.0,1369.1,12321.9,Leste
224,2023-01-15,Cecília Ferreira,he****9@example.net,Teclado,ACESSORIOS,6.0,912.13,5472.78,Sul
301,2023-10-27,Allana Freitas,he****9@example.com,Mesa,MOVEIS,10.0,2133.23,21332.3,Leste
933,2023-07-03,Thiago Barbosa,th****9@example.com,Micro-ondas,ELETRODOMESTICOS,10.0,4139.1,41391.0,Centro-Oeste
114,2023-12-08,José Mendes,az****a@example.com,Micro-ondas,ELETRODOMESTICOS,2.0,1565.82,3131.64,Oeste
1168,2023-11-13,Mariane Borges,mo****a@example.com,Armário,MOVEIS,8.0,891.04,7128.32,Oeste
796,2023-08-28,Brayan da Rosa,cu****a@example.org,Sofá,MOVEIS,,3841.23,34571.07,Sul
1057,2023-01-03,Henry Cardoso,ra****s@example.org,Smartphone,ELETRONICOS,7.0,1039.86,7279.02,Norte
316,2023-05-05,Dr. Carlos Eduardo Rodrigues,an****s@example.org,Cadeira,MOVEIS,7.0,290.02,2030.14,Norte
37,2023-11-09,Ana Liz Cavalcante,ya****u@example.com,Mesa,MOVEIS,2.0,2412.22,4824.44,Leste
454,2023-02-18,Dom Jesus,fc****a@example.org,Geladeira,ELETRODOMESTICOS,6.0,4535.92,27215.52,Leste
602,2023-04-22,Júlia Gomes,pl****o@example.org,Teclado,ACESSORIOS,5.0,2102.86,10514.3,Oeste
176,2023-05-16,Gustavo Azevedo,pe****o@example.com,Tablet,ELETRONICOS,6.0,197.79999999999998,1186.8,Leste
1025,2023-07-22,Srta. Luiza Ferreira,es****o@example.net,Teclado,ACESSORIOS,6.0,2556.29,15337.74,Sul
50,2023-02-28,Mariana da Mota,ab****a@example.org,Monitor,ACESSORIOS,9.0,1461.23,13151.07,Leste
38,2023-02-28,Laura Lima,mc****o@example.com,Fogão,ELETRODOMESTICOS,4.0,3370.93,13483.72,Centro-Oeste
124,2023-05-15,Laura Macedo,ma****a@example.net,Mesa,MOVEIS,5.0,3897.4,19487.0,Leste
967,2023-09-12,Theo Nascimento,ca****a@example.com,Fogão,ELETRODOMESTICOS,2.0,390.65,781.3,Centro-Oeste
395,2023-10-22,Bianca Carvalho,an****5@example.net,Cadeira,MOVEIS,8.0,3797.52,30380.16,Sul
1175,2023-07-09,Matteo Aparecida,le****a@example.com,Teclado,ACESSORIOS,7.0,4889.91,34229.37,Centro-Oeste
537,2023-06-02,Isabela Melo,em****0@example.net,Monitor,ACESSORIOS,1.0,4292.55,4292.55,Centro-Oeste
40,2023-02-12,Rhavi Montenegro,da****s@example.org,Webcam,ACESSORIOS,4.0,2718.66,10874.64,Norte
463,2023-09-10,Vitor Gabriel Nascimento,ag****s@example.com,Notebook,ELETRONICOS,10.0,4451.43,44514.3,Oeste
925,2023-02-28,Maria Clara Andrade,nu****a@example.net,Teclado,ACESSORIOS,6.0,413.27,2479.62,Leste
170,2023-10-25,Calebe da Costa,he****s@example.com,Tablet,ELETRONICOS,1.0,2558.53,2558.53,Leste
332,2023-02-21,Sra. Ana Vitória Nunes,ar****a@example.net,Webcam,ACESSORIOS,9.0,4265.64,38390.76,Centro-Oeste
738,2023-09-08,Yasmin Silveira,ma****4@example.net,Teclado,ACESSORIOS,10.0,1009.82,10098.2,Centro-Oeste
